BHID;X;Y;Z;Rec.Massica_F14;Alumina_F14;Alumina_F14acc
524;1583.58;8548.48;88.34;59.75;57.79;3452.9525
524;1583.58;8548.48;87.84;49.04;57.97;2842.8488
524;1583.58;8548.48;87.25;32.91;60.67;1996.6497
524;1583.58;8548.48;86.76;45.44;61.41;2790.4704
524;1583.58;8548.48;86.4;56.7;60.72;3442.824
524;1583.58;8548.48;86;43.6;59.38;2588.968
524;1583.58;8548.48;85.65;41.05;57.39;2355.8595
525;1771.27;8331.21;89.75;69.87;41.68;2912.1816
525;1771.27;8331.21;89.34;71.83;49.93;3586.4719
525;1771.27;8331.21;88.84;71.43;58.16;4154.3688
525;1771.27;8331.21;88.34;67.9;58.85;3995.915
525;1771.27;8331.21;87.84;51.98;60.69;3154.6662
525;1771.27;8331.21;87.3;29.88;58.57;1750.0716
525;1771.27;8331.21;86.86;31.48;61.15;1925.002
525;1771.27;8331.21;86.55;69.74;62.43;4353.8682
526;1980.75;8336.51;89.75;72.48;57.06;4135.7088
526;1980.75;8336.51;89.34;78.31;57.92;4535.7152
526;1980.75;8336.51;88.84;71.91;58.54;4209.6114
526;1980.75;8336.51;88.34;66.89;58.28;3898.3492
527;2193.89;8340.72;89.75;84.99;56.34;4788.3366
527;2193.89;8340.72;89.34;74.41;57.36;4268.1576
527;2193.89;8340.72;88.73;64.67;57.58;3723.6986
527;2193.89;8340.72;88.21;59.77;55.97;3345.3269
528;2388.9;8345.27;89.75;60;58.86;3531.6
528;2388.9;8345.27;89.34;63.51;57.98;3682.3098
528;2388.9;8345.27;88.84;45.94;58.66;2694.8404
529;2592.03;8347.63;89.75;66.93;50.52;3381.3036
529;2592.03;8347.63;89.34;50.68;57.26;2901.9368
529;2592.03;8347.63;88.84;53.41;56.01;2991.4941
530;2779.17;8348.4;89.75;57.82;53.8;3110.716
530;2779.17;8348.4;89.34;59.31;58.69;3480.9039
531;2919.01;8353.27;89.75;51.95;53.79;2794.3905
532;3192.18;8357.89;89.75;66.04;57.41;3791.3564
532;3192.18;8357.89;89.25;55.63;57.63;3205.9569
533;3391.75;8363.63;89.75;69.19;43.17;2986.9323
533;3391.75;8363.63;89.25;49.23;58.33;2871.5859
533;3391.75;8363.63;88.75;62.43;56.94;3554.7642
533;3391.75;8363.63;88.25;53.35;51.93;2770.4655
534;3587.36;8358.77;89.75;71.43;46.54;3324.3522
534;3587.36;8358.77;89.34;62.81;57.39;3604.6659
534;3587.36;8358.77;88.84;45.07;59.2;2668.144
534;3587.36;8358.77;88.34;42.85;59.72;2559.002
535;3781.32;8358.7;89.75;51.34;56.49;2900.1966
536;3982.64;8355.33;89.75;57.67;50.42;2907.7214
536;3982.64;8355.33;89.34;37.57;60.27;2264.3439
536;3982.64;8355.33;88.89;43.12;60.84;2623.4208
537;4189.86;8353.25;89.75;42.94;58.88;2528.3072
537;4189.86;8353.25;89.3;39.81;63.32;2520.7692
538;4383.74;8355.44;89.75;58.99;57.07;3366.5593
538;4383.74;8355.44;89.3;46.27;50.92;2356.0684
538;4383.74;8355.44;88.8;48.81;60.3;2943.243
539;4593.89;8359.08;89.75;61.82;55.13;3408.1366
539;4593.89;8359.08;89.34;62.37;58.13;3625.5681
539;4593.89;8359.08;88.84;67.27;58.53;3937.3131
539;4593.89;8359.08;88.34;70.71;60.05;4246.1355
539;4593.89;8359.08;87.73;65.33;60.07;3924.3731
539;4593.89;8359.08;87.22;60.1;59;3545.9
539;4593.89;8359.08;86.72;48.64;57.94;2818.2016
540;4785.02;8363.32;89.75;46.65;58.08;2709.432
540;4785.02;8363.32;89.25;49.3;59.02;2909.686
540;4785.02;8363.32;88.75;62.44;58.96;3681.4624
540;4785.02;8363.32;88.25;62.32;59.1;3683.112
540;4785.02;8363.32;87.79;65.78;59.65;3923.777
540;4785.02;8363.32;87.43;60.38;59.21;3575.0998
540;4785.02;8363.32;86.92;57.18;58.83;3363.8994
541;4982.43;8367.72;89.75;59.73;53.16;3175.2468
541;4982.43;8367.72;89.25;60.62;57.76;3501.4112
541;4982.43;8367.72;88.75;59.28;58.32;3457.2096
541;4982.43;8367.72;88.27;62.94;58.32;3670.6608
541;4982.43;8367.72;87.88;59.25;57.97;3434.7225
541;4982.43;8367.72;87.39;44.4;58.35;2590.74
542;5188.08;8374.86;89.75;63.71;47.21;3007.7491
542;5188.08;8374.86;89.13;49.03;61.27;3004.0681
542;5188.08;8374.86;88.59;46.55;62.84;2925.202
542;5188.08;8374.86;88.24;62.02;61.7;3826.634
543;5365.47;8156.79;89.75;58.16;55.03;3200.5448
543;5365.47;8156.79;89.25;57.48;59.48;3418.9104
543;5365.47;8156.79;88.75;45.18;59.48;2687.3064
543;5365.47;8156.79;88.25;44.35;61.42;2723.977
547;4593.18;8154.5;89.75;58.75;51.43;3021.5125
547;4593.18;8154.5;89.25;77.38;59.13;4575.4794
547;4593.18;8154.5;88.75;70.12;60.55;4245.766
547;4593.18;8154.5;88.25;51.45;58.43;3006.2235
547;4593.18;8154.5;87.75;42.41;58.38;2475.8958
547;4593.18;8154.5;87.25;39.03;55.77;2176.7031
547;4593.18;8154.5;86.75;30.64;57.05;1748.012
547;4593.18;8154.5;86.25;21.98;60;1318.8
547;4593.18;8154.5;85.79;35.47;59.94;2126.0718
547;4593.18;8154.5;85.37;44.21;58.57;2589.3797
547;4593.18;8154.5;85.01;30.67;58.94;1807.6898
547;4593.18;8154.5;84.63;18.14;58.62;1063.3668
547;4593.18;8154.5;84.18;32.44;61.41;1992.1404
555;2960.91;8148.5;89.75;70.94;53.28;3779.6832
555;2960.91;8148.5;89.3;55.22;58.33;3220.9826
555;2960.91;8148.5;88.8;44.23;58.9;2605.147
558;2376.92;8158.33;89.75;68.97;49.57;3418.8429
558;2376.92;8158.33;89.34;70.72;56.63;4004.8736
558;2376.92;8158.33;88.84;54.4;59.6;3242.24
558;2376.92;8158.33;88.34;51.4;57.53;2957.042
558;2376.92;8158.33;87.84;40.91;56.42;2308.1422
558;2376.92;8158.33;87.34;38.63;57.89;2236.2907
558;2376.92;8158.33;86.88;69.72;57.8;4029.816
558;2376.92;8158.33;86.48;47.52;55.98;2660.1696
558;2376.92;8158.33;86.11;41.11;57.38;2358.8918
559;2174.41;8151.37;89.75;86.78;51.79;4494.3362
559;2174.41;8151.37;89.34;61.61;54.9;3382.389
559;2174.41;8151.37;87.78;43.58;56.44;2459.6552
560;1992.15;8147.53;89.75;75.63;51.44;3890.4072
560;1992.15;8147.53;89.34;62.92;47.17;2967.9364
560;1992.15;8147.53;88.84;68.18;56.43;3847.3974
560;1992.15;8147.53;88.34;46.08;61.09;2815.0272
560;1992.15;8147.53;87.84;50.82;58.48;2971.9536
561;1775.32;8147.66;89.75;59.9;56.24;3368.776
561;1775.32;8147.66;89.34;58.7;58.25;3419.275
562;1589.21;8159.8;89.75;70.27;50.6;3555.662
562;1589.21;8159.8;89.34;50.14;43.83;2197.6362
562;1589.21;8159.8;88.84;58.62;51.34;3009.5508
562;1589.21;8159.8;88.25;46.93;58.53;2746.8129
576;2994.78;7951.51;89.75;79.85;50.05;3996.4925
576;2994.78;7951.51;89.34;77.26;58.53;4522.0278
576;2994.78;7951.51;88.84;81.59;60.09;4902.7431
576;2994.78;7951.51;88.23;69.83;60.02;4191.1966
576;2994.78;7951.51;87.72;43.54;58.2;2534.028
576;2994.78;7951.51;87.33;46.04;58.05;2672.622
576;2994.78;7951.51;86.88;56.27;59.03;3321.6181
582;4185.85;7954.58;89.75;47.78;56.46;2697.6588
582;4185.85;7954.58;89.25;42.09;60.38;2541.3942
582;4185.85;7954.58;88.75;37.04;59.53;2204.9912
582;4185.85;7954.58;88.25;45.69;60.78;2777.0382
582;4185.85;7954.58;87.75;48.52;60.52;2936.4304
582;4185.85;7954.58;87.25;46.76;61.14;2858.9064
598;3028;7752.07;89.75;75.23;50.58;3805.1334
598;3028;7752.07;89.34;76.02;59.07;4490.5014
598;3028;7752.07;88.84;60.38;58.73;3546.1174
598;3028;7752.07;88.34;64.46;60.84;3921.7464
598;3028;7752.07;87.75;48.92;60.87;2977.7604
598;3028;7752.07;87.26;46.34;60.69;2812.3746
598;3028;7752.07;86.95;58.02;60.38;3503.2476
598;3028;7752.07;86.54;38.88;59.08;2297.0304
598;3028;7752.07;86.13;28.13;58.73;1652.0749
598;3028;7752.07;85.81;49.77;58.97;2934.9369
1172;1642.43;13154.62;89.75;69.26;57.38;3974.1388
1172;1642.43;13154.62;89.34;64.55;58.89;3801.3495
1172;1642.43;13154.62;88.84;66.64;60.28;4017.0592
1172;1642.43;13154.62;88.34;69.7;59.6;4154.12
1172;1642.43;13154.62;87.84;62.83;58.79;3693.7757
1172;1642.43;13154.62;87.34;52.18;57.41;2995.6538
