BHID;X;Y;Z;Rec.Massica_F14;Alumina_F14;Alumina_F14acc
68;1764.64;13951.88;89.25;69.4;58.48;4058.512
68;1764.64;13951.88;88.75;70.18;58.89;4132.9002
68;1764.64;13951.88;88.25;70.79;58.42;4135.5518
68;1764.64;13951.88;87.75;59.2;57.01;3374.992
68;1764.64;13951.88;87.25;51.35;57.56;2955.706
68;1764.64;13951.88;86.75;59.53;56.41;3358.0873
69;1956.18;13950.54;89.75;60.63;50.5;3061.815
69;1956.18;13950.54;89.34;56.84;55.4;3148.936
69;1956.18;13950.54;88.84;48.12;58.02;2791.9224
69;1956.18;13950.54;88.34;42.86;59.23;2538.5978
69;1956.18;13950.54;87.84;51.74;58.43;3023.1682
69;1956.18;13950.54;87.34;55.8;56.78;3168.324
69;1956.18;13950.54;86.84;49.62;52.08;2584.2096
69;1956.18;13950.54;86.34;57.78;57.42;3317.7276
69;1956.18;13950.54;85.84;46.69;56.44;2635.1836
69;1956.18;13950.54;85.41;36.64;56.09;2055.1376
69;1956.18;13950.54;85.06;51.27;57.35;2940.3345
70;2175.27;13955.33;89.75;65.16;50.3;3277.548
70;2175.27;13955.33;89.34;67.75;58.45;3959.9875
70;2175.27;13955.33;88.84;70.26;60.26;4233.8676
70;2175.27;13955.33;88.34;63.51;58.11;3690.5661
70;2175.27;13955.33;87.84;51.27;54.21;2779.3467
71;2372.38;13954.82;89.75;68.36;53.89;3683.9204
71;2372.38;13954.82;89.34;52.58;57.22;3008.6276
71;2372.38;13954.82;88.84;59.45;58.39;3471.2855
71;2372.38;13954.82;88.34;59.82;58.87;3521.6034
71;2372.38;13954.82;87.84;56.41;58.65;3308.4465
71;2372.38;13954.82;87.34;51.55;51.78;2669.259
71;2372.38;13954.82;86.84;56.72;52.48;2976.6656
71;2372.38;13954.82;86.34;53;56.98;3019.94
71;2372.38;13954.82;85.84;62.03;53.91;3344.0373
71;2372.38;13954.82;85.34;57.82;56.14;3246.0148
71;2372.38;13954.82;84.84;38.68;57.08;2207.8544
72;2558.93;13950.61;89.75;52.81;50.07;2644.1967
72;2558.93;13950.61;89.25;59.22;53.7;3180.114
72;2558.93;13950.61;88.75;31.79;57.92;1841.2768
72;2558.93;13950.61;88.25;48.54;58.06;2818.2324
72;2558.93;13950.61;87.75;57.2;58.18;3327.896
72;2558.93;13950.61;87.25;48.69;56.35;2743.6815
73;2789.14;13946.9;89.75;44.53;50.69;2257.2257
73;2789.14;13946.9;89.34;49.57;55.81;2766.5017
73;2789.14;13946.9;88.84;57.4;57.64;3308.536
73;2789.14;13946.9;88.34;57.93;59.75;3461.3175
73;2789.14;13946.9;87.84;45.48;59.34;2698.7832
73;2789.14;13946.9;87.34;55.61;58.54;3255.4094
73;2789.14;13946.9;86.84;44.5;55.04;2449.28
73;2789.14;13946.9;86.3;33.75;56.01;1890.3375
74;2976.9;13952.48;89.75;60.32;44.99;2713.7968
74;2976.9;13952.48;89.34;48.09;50.59;2432.8731
74;2976.9;13952.48;88.84;56.22;54.09;3040.9398
74;2976.9;13952.48;88.34;45.85;54.81;2513.0385
74;2976.9;13952.48;87.84;55.47;57.95;3214.4865
74;2976.9;13952.48;87.34;54.19;57.77;3130.5563
74;2976.9;13952.48;86.84;39.62;58.52;2318.5624
74;2976.9;13952.48;86.33;42.08;56.91;2394.7728
74;2976.9;13952.48;85.91;35.67;53.06;1892.6502
75;3198.28;13949.25;89.75;65.16;54.22;3532.9752
75;3198.28;13949.25;89.25;45.61;58.54;2670.0094
75;3198.28;13949.25;88.75;48.9;56.13;2744.757
75;3198.28;13949.25;88.25;52.77;57.43;3030.5811
75;3198.28;13949.25;87.75;47.91;54.09;2591.4519
75;3198.28;13949.25;87.31;65.91;57.07;3761.4837
76;3357.26;13953.16;89.75;59.63;47.64;2840.7732
76;3357.26;13953.16;89.25;57.59;57;3282.63
76;3357.26;13953.16;88.75;54.57;58.72;3204.3504
76;3357.26;13953.16;88.25;57.9;59.4;3439.26
76;3357.26;13953.16;87.81;53.04;58.44;3099.6576
76;3357.26;13953.16;87.42;58.65;55.52;3256.248
76;3357.26;13953.16;87.07;42.83;57.47;2461.4401
77;3566.03;13950.57;89.75;60.42;46.25;2794.425
77;3566.03;13950.57;89.34;56.95;47.12;2683.484
77;3566.03;13950.57;88.84;51.11;54.35;2777.8285
77;3566.03;13950.57;88.34;55.86;58.46;3265.5756
77;3566.03;13950.57;87.84;60.89;59.2;3604.688
77;3566.03;13950.57;87.34;53.64;57.79;3099.8556
77;3566.03;13950.57;86.84;50.67;55.47;2810.6649
77;3566.03;13950.57;86.34;58.18;56.88;3309.2784
77;3566.03;13950.57;85.88;55.89;56.54;3160.0206
78;3780.55;13955.8;89.75;62.47;50.49;3154.1103
78;3780.55;13955.8;89.34;53.7;55.32;2970.684
78;3780.55;13955.8;88.84;61.46;58.32;3584.3472
78;3780.55;13955.8;88.34;62.35;59.3;3697.355
78;3780.55;13955.8;87.84;62.15;60.49;3759.4535
78;3780.55;13955.8;87.28;43.09;56.1;2417.349
79;3969.94;13950.34;89.75;60.21;50.26;3026.1546
79;3969.94;13950.34;89.25;51.5;58.04;2989.06
79;3969.94;13950.34;88.75;71.6;58.06;4157.096
79;3969.94;13950.34;88.25;63.92;59.73;3817.9416
79;3969.94;13950.34;87.81;39.83;56.39;2246.0137
79;3969.94;13950.34;87.47;33.56;53.7;1802.172
80;3965.72;13751.04;89.75;51.25;55.56;2847.45
80;3965.72;13751.04;89.25;40.87;58.56;2393.3472
80;3965.72;13751.04;88.75;50;60.22;3011
80;3965.72;13751.04;88.25;51.61;59.41;3066.1501
80;3965.72;13751.04;87.75;64.23;59.35;3812.0505
80;3965.72;13751.04;87.25;59.42;58.86;3497.4612
80;3965.72;13751.04;86.75;51.56;58.85;3034.306
80;3965.72;13751.04;86.25;45.86;58.81;2697.0266
80;3965.72;13751.04;85.75;43.37;58.2;2524.134
80;3965.72;13751.04;85.33;43.79;55.21;2417.6459
81;3784.26;13753.3;89.75;49.93;50.84;2538.4412
81;3784.26;13753.3;89.34;64.22;55.43;3559.7146
81;3784.26;13753.3;88.84;51.26;58.5;2998.71
81;3784.26;13753.3;88.34;63.51;59.76;3795.3576
81;3784.26;13753.3;87.84;58.22;56.96;3316.2112
81;3784.26;13753.3;87.37;47.3;56.76;2684.748
82;3580.56;13752.74;89.75;65.59;49.69;3259.1671
82;3580.56;13752.74;89.35;33.22;53.66;1782.5852
83;3405.53;13747.05;89.75;62.85;52.69;3311.5665
83;3405.53;13747.05;89.34;58.19;56.3;3276.097
83;3405.53;13747.05;88.84;68.92;58.34;4020.7928
83;3405.53;13747.05;88.34;74.42;58.81;4376.6402
83;3405.53;13747.05;87.84;62.53;58.41;3652.3773
84;3196.14;13753.52;89.75;68.37;45.91;3138.8667
84;3196.14;13753.52;89.34;52.33;54.8;2867.684
84;3196.14;13753.52;88.92;45.19;58.45;2641.3555
85;2907.22;13753.15;89.75;70.15;47.39;3324.4085
85;2907.22;13753.15;89.34;62.69;54.5;3416.605
85;2907.22;13753.15;88.84;66.5;57.14;3799.81
85;2907.22;13753.15;88.34;68.01;58.13;3953.4213
85;2907.22;13753.15;87.84;67.94;57.37;3897.7178
85;2907.22;13753.15;87.34;67.14;57.96;3891.4344
85;2907.22;13753.15;86.91;62.79;58.2;3654.378
85;2907.22;13753.15;86.53;48.72;58.05;2828.196
86;2783;13755.13;89.75;56.81;49.42;2807.5502
86;2783;13755.13;89.25;60.7;57.09;3465.363
86;2783;13755.13;88.75;69.22;59.57;4123.4354
86;2783;13755.13;88.25;28.58;58.39;1668.7862
86;2783;13755.13;87.75;52.64;59.25;3118.92
86;2783;13755.13;87.25;23.33;55.59;1296.9147
86;2783;13755.13;86.75;42.08;54.19;2280.3152
86;2783;13755.13;86.31;60.17;52.42;3154.1114
86;2783;13755.13;85.97;34.59;53.14;1838.1126
87;2587.7;13748.54;89.75;78.95;50.9;4018.555
87;2587.7;13748.54;89.34;75.44;58.3;4398.152
87;2587.7;13748.54;88.84;54.04;58.72;3173.2288
87;2587.7;13748.54;88.34;62.35;59.45;3706.7075
87;2587.7;13748.54;87.84;64.83;57.43;3723.1869
87;2587.7;13748.54;87.34;56.77;55.12;3129.1624
87;2587.7;13748.54;86.84;56.32;56.43;3178.1376
87;2587.7;13748.54;86.34;60.59;57.85;3505.1315
88;2376.19;13753.1;89.75;68.13;53.61;3652.4493
88;2376.19;13753.1;89.25;65.5;59.34;3886.77
88;2376.19;13753.1;88.75;52.2;59.65;3113.73
88;2376.19;13753.1;88.25;58.39;59.83;3493.4737
88;2376.19;13753.1;87.75;71.46;59.68;4264.7328
88;2376.19;13753.1;87.25;59.94;60.28;3613.1832
89;2186.49;13752.74;89.75;71.09;49.48;3517.5332
89;2186.49;13752.74;89.34;97.07;52.84;5129.1788
89;2186.49;13752.74;88.84;58.67;55.74;3270.2658
89;2186.49;13752.74;88.34;65.14;59.56;3879.7384
89;2186.49;13752.74;87.84;59.33;58.47;3469.0251
89;2186.49;13752.74;87.34;67.3;58.73;3952.529
89;2186.49;13752.74;86.84;72.93;52.33;3816.4269
90;1978.59;13755.83;89.75;76.74;55.47;4256.7678
90;1978.59;13755.83;89.25;70.49;57.99;4087.7151
90;1978.59;13755.83;88.75;71.17;59.2;4213.264
90;1978.59;13755.83;88.25;70.25;58.57;4114.5425
90;1978.59;13755.83;87.75;59.4;52.56;3122.064
90;1978.59;13755.83;87.25;64.09;57.52;3686.4568
90;1978.59;13755.83;86.75;50.69;56.39;2858.4091
91;1796.78;13756.06;89.75;87.3;47.84;4176.432
91;1796.78;13756.06;89.34;84.44;49.39;4170.4916
91;1796.78;13756.06;88.84;72.77;54.32;3952.8664
91;1796.78;13756.06;88.34;72.1;59.61;4297.881
91;1796.78;13756.06;87.84;63.35;56.05;3550.7675
91;1796.78;13756.06;87.34;68.27;56.61;3864.7647
91;1796.78;13756.06;86.84;71.9;56.53;4064.507
91;1796.78;13756.06;86.41;69.95;57.29;4007.4355
91;1796.78;13756.06;86.06;41.29;56.65;2339.0785
92;1590.94;13752.18;89.75;55.14;57.43;3166.6902
92;1590.94;13752.18;89.34;53.97;58.67;3166.4199
92;1590.94;13752.18;88.84;60.36;58.65;3540.114
92;1590.94;13752.18;88.34;49.04;56.4;2765.856
92;1590.94;13752.18;87.84;32.5;55.74;1811.55
93;1388.8;13749.19;89.75;51.41;50.82;2612.6562
93;1388.8;13749.19;89.34;61.41;57.01;3500.9841
93;1388.8;13749.19;88.84;58.11;59.51;3458.1261
93;1388.8;13749.19;88.34;65.96;56.19;3706.2924
93;1388.8;13749.19;87.84;54.95;57.56;3162.922
93;1388.8;13749.19;87.34;50.3;56;2816.8
93;1388.8;13749.19;86.74;48.58;55.62;2702.0196
93;1388.8;13749.19;86.23;48.53;55.8;2707.974
93;1388.8;13749.19;85.92;33.91;56.69;1922.3579
94;1182.18;13755.16;89.75;42.47;56.68;2407.1996
94;1182.18;13755.16;89.25;61.89;58.84;3641.6076
94;1182.18;13755.16;88.75;57.69;59.78;3448.7082
94;1182.18;13755.16;88.25;53.42;59.23;3164.0666
94;1182.18;13755.16;87.75;60.15;56.59;3403.8885
94;1182.18;13755.16;87.25;37.42;56.88;2128.4496
95;1297.47;13551.05;89.75;75.47;52.96;3996.8912
95;1297.47;13551.05;89.34;64.81;53.76;3484.1856
95;1297.47;13551.05;88.84;63.78;57.15;3645.027
95;1297.47;13551.05;88.34;49.99;56.25;2811.9375
95;1297.47;13551.05;87.75;52.13;54.96;2865.0648
95;1297.47;13551.05;87.26;47.16;53.46;2521.1736
96;1535.41;13552.63;89.75;58.43;55.07;3217.7401
96;1535.41;13552.63;89.34;60.89;58.02;3532.8378
96;1535.41;13552.63;88.84;59.28;59.43;3523.0104
96;1535.41;13552.63;88.36;54.37;59.22;3219.7914
96;1535.41;13552.63;87.96;32.11;55.56;1784.0316
97;1731.04;13547.91;89.75;63.4;53.85;3414.09
97;1731.04;13547.91;89.34;59.88;58.86;3524.5368
97;1731.04;13547.91;88.84;55.19;60.92;3362.1748
97;1731.04;13547.91;88.34;67.17;60.15;4040.2755
97;1731.04;13547.91;87.89;58.55;59.14;3462.647
97;1731.04;13547.91;87.47;42.69;57.4;2450.406
98;1951.12;13545.89;89.75;64.31;55.59;3574.9929
98;1951.12;13545.89;89.34;73.64;58.88;4335.9232
98;1951.12;13545.89;88.84;56.41;57.86;3263.8826
98;1951.12;13545.89;88.34;52.26;57.95;3028.467
98;1951.12;13545.89;87.84;41.31;56.86;2348.8866
98;1951.12;13545.89;87.34;54.15;55.27;2992.8705
98;1951.12;13545.89;86.84;67.1;57.74;3874.354
98;1951.12;13545.89;86.39;50.5;55.36;2795.68
98;1951.12;13545.89;85.98;50.13;55.89;2801.7657
98;1951.12;13545.89;85.63;44.5;53.61;2385.645
99;2161;13541.78;89.75;74.04;52.19;3864.1476
99;2161;13541.78;89.34;62.17;51.25;3186.2125
99;2161;13541.78;88.84;68.78;59.65;4102.727
99;2161;13541.78;88.34;70.3;59.21;4162.463
99;2161;13541.78;87.84;82.33;60.37;4970.2621
99;2161;13541.78;87.34;75.87;57.5;4362.525
99;2161;13541.78;86.91;60.34;59.59;3595.6606
99;2161;13541.78;86.56;47.58;58.27;2772.4866
100;2368.84;13544.65;89.75;75.28;53.09;3996.6152
100;2368.84;13544.65;89.34;71.18;58.85;4188.943
100;2368.84;13544.65;88.84;56.7;60.21;3413.907
100;2368.84;13544.65;88.34;51.79;58.71;3040.5909
100;2368.84;13544.65;87.84;64.5;58.06;3744.87
100;2368.84;13544.65;87.4;48.06;56.96;2737.4976
100;2368.84;13544.65;87.01;51.91;53.07;2754.8637
101;2581.15;13551.27;89.75;74.79;51.73;3868.8867
101;2581.15;13551.27;89.34;68.77;54.46;3745.2142
101;2581.15;13551.27;88.84;68.64;58.71;4029.8544
101;2581.15;13551.27;88.34;55.65;58.41;3250.5165
101;2581.15;13551.27;87.84;65.47;57.19;3744.2293
101;2581.15;13551.27;87.34;48.59;55.57;2700.1463
102;2793.14;13553.81;89.75;79.74;53.41;4258.9134
102;2793.14;13553.81;89.34;64.32;57.25;3682.32
102;2793.14;13553.81;88.84;74.8;59.45;4446.86
102;2793.14;13553.81;88.34;57.69;58.62;3381.7878
102;2793.14;13553.81;87.84;55;56.67;3116.85
102;2793.14;13553.81;87.34;61.99;56.13;3479.4987
102;2793.14;13553.81;86.84;56.19;56.32;3164.6208
102;2793.14;13553.81;86.34;57.41;55.5;3186.255
102;2793.14;13553.81;85.84;43.48;56.1;2439.228
102;2793.14;13553.81;85.23;57.39;56.84;3262.0476
103;2923.13;13564.78;89.75;61.62;49.62;3057.5844
103;2923.13;13564.78;89.34;55.2;50.23;2772.696
103;2923.13;13564.78;88.84;55.47;55.99;3105.7653
103;2923.13;13564.78;88.34;55.75;58.01;3234.0575
103;2923.13;13564.78;87.84;60.73;60.02;3645.0146
103;2923.13;13564.78;87.34;74.55;60.5;4510.275
103;2923.13;13564.78;86.84;50.77;57.55;2921.8135
103;2923.13;13564.78;86.34;50.49;55.57;2805.7293
103;2923.13;13564.78;85.73;29.21;54.86;1602.4606
104;3160.89;13557.72;89.75;64.42;52.36;3373.0312
104;3160.89;13557.72;89.34;52.4;59.99;3143.476
104;3160.89;13557.72;88.84;53.61;59.52;3190.8672
105;3372.05;13564.53;89.75;58.41;51.96;3034.9836
106;3575.75;13567.08;89.75;42.84;53.76;2303.0784
106;3575.75;13567.08;89.44;26.08;55.23;1440.3984
107;3782.02;13564.5;89.75;60.67;51.09;3099.6303
107;3782.02;13564.5;89.34;73.04;59.45;4342.228
107;3782.02;13564.5;88.84;76.04;59.03;4488.6412
107;3782.02;13564.5;88.34;68.53;58.2;3988.446
107;3782.02;13564.5;87.84;59.82;57.8;3457.596
107;3782.02;13564.5;87.34;56.85;57.66;3277.971
107;3782.02;13564.5;86.84;56.46;57.42;3241.9332
107;3782.02;13564.5;86.36;67.24;58.16;3910.6784
107;3782.02;13564.5;85.96;60.09;57.84;3475.6056
108;3981.66;13554.88;89.75;63.83;51.26;3271.9258
108;3981.66;13554.88;89.34;64.93;57.33;3722.4369
108;3981.66;13554.88;88.84;68.72;59.96;4120.4512
108;3981.66;13554.88;88.34;75.01;58.12;4359.5812
108;3981.66;13554.88;87.84;70.6;56.74;4005.844
108;3981.66;13554.88;87.34;60.8;58.05;3529.44
109;4266.17;13542.06;89.75;75.31;54.62;4113.4322
109;4266.17;13542.06;89.44;63.52;58.08;3689.2416
109;4266.17;13542.06;89.03;72.39;58.15;4209.4785
109;4266.17;13542.06;88.53;54.64;59.44;3247.8016
109;4266.17;13542.06;88.03;62.84;59.33;3728.2972
109;4266.17;13542.06;87.53;58.48;58.38;3414.0624
109;4266.17;13542.06;87.03;62.91;58.58;3685.2678
109;4266.17;13542.06;86.53;60.86;58.04;3532.3144
110;4166.38;13354.64;89.75;60.23;56.25;3387.9375
110;4166.38;13354.64;89.34;88.13;56.69;4996.0897
110;4166.38;13354.64;88.84;62.54;59.69;3733.0126
110;4166.38;13354.64;88.34;53.35;59.64;3181.794
110;4166.38;13354.64;87.84;51.15;58.05;2969.2575
110;4166.38;13354.64;87.34;60.72;54.01;3279.4872
110;4166.38;13354.64;86.84;61.7;53.91;3326.247
110;4166.38;13354.64;86.27;51.22;57.08;2923.6376
110;4166.38;13354.64;85.79;26.36;57.62;1518.8632
111;3977.91;13356.17;89.75;58.38;47.14;2752.0332
111;3977.91;13356.17;89.34;54.81;55.81;3058.9461
111;3977.91;13356.17;88.84;43.14;59.58;2570.2812
111;3977.91;13356.17;88.34;48.2;59;2843.8
111;3977.91;13356.17;87.84;67.31;55.36;3726.2816
111;3977.91;13356.17;87.34;79.29;58.61;4647.1869
111;3977.91;13356.17;86.84;80.06;58.99;4722.7394
111;3977.91;13356.17;86.34;64.98;58.57;3805.8786
111;3977.91;13356.17;85.84;58.78;59.03;3469.7834
111;3977.91;13356.17;85.34;69.58;56.28;3915.9624
111;3977.91;13356.17;84.84;61.13;57.91;3540.0383
111;3977.91;13356.17;84.42;34.28;55.67;1908.3676
112;3771.58;13357.51;89.75;47.02;55.35;2602.557
112;3771.58;13357.51;89.34;62.83;57.5;3612.725
112;3771.58;13357.51;88.84;71.34;54.1;3859.494
112;3771.58;13357.51;88.34;57.81;57.01;3295.7481
112;3771.58;13357.51;87.84;61.5;56.77;3491.355
112;3771.58;13357.51;87.34;56.9;54.91;3124.379
112;3771.58;13357.51;86.84;60.3;58.54;3529.962
112;3771.58;13357.51;86.34;35.08;57.79;2027.2732
113;3590.98;13355.79;89.75;61.97;58.48;3624.0056
113;3590.98;13355.79;89.25;38.72;59.5;2303.84
113;3590.98;13355.79;88.75;48.9;59.52;2910.528
113;3590.98;13355.79;88.25;63.39;60.45;3831.9255
113;3590.98;13355.79;87.75;70.38;61.19;4306.5522
113;3590.98;13355.79;87.25;65.74;59.24;3894.4376
113;3590.98;13355.79;86.75;57.71;58.48;3374.8808
113;3590.98;13355.79;86.25;60;59.57;3574.2
113;3590.98;13355.79;85.75;61.35;60.08;3685.908
113;3590.98;13355.79;85.25;60.24;60.67;3654.7608
113;3590.98;13355.79;84.75;58.46;60.1;3513.446
113;3590.98;13355.79;84.18;45.13;59.56;2687.9428
114;3374.53;13355.73;89.75;54.98;56.4;3100.872
114;3374.53;13355.73;89.25;50.49;57.45;2900.6505
114;3374.53;13355.73;88.75;38.36;57.75;2215.29
114;3374.53;13355.73;88.25;65.26;59.06;3854.2556
114;3374.53;13355.73;87.75;57.51;57.37;3299.3487
114;3374.53;13355.73;87.25;59.3;57.05;3383.065
115;3189.16;13352.47;89.75;67.71;54.61;3697.6431
115;3189.16;13352.47;89.34;75.1;55.71;4183.821
115;3189.16;13352.47;88.84;64.27;56.43;3626.7561
115;3189.16;13352.47;88.34;52.89;57.12;3021.0768
115;3189.16;13352.47;87.84;70.41;59.05;4157.7105
115;3189.16;13352.47;87.34;52.72;58.34;3075.6848
116;2971.96;13354.9;89.75;49.89;50.29;2508.9681
116;2971.96;13354.9;89.25;65.63;52.29;3431.7927
116;2971.96;13354.9;88.75;61.04;54.74;3341.3296
116;2971.96;13354.9;88.25;59.41;59.76;3550.3416
116;2971.96;13354.9;87.69;55.86;59.24;3309.1464
116;2971.96;13354.9;87.22;41.22;53.88;2220.9336
117;2771.76;13357.29;89.75;63.33;48.93;3098.7369
117;2771.76;13357.29;89.25;56.98;57.01;3248.4298
117;2771.76;13357.29;88.75;75.66;60.07;4544.8962
117;2771.76;13357.29;88.25;43.82;58.95;2583.189
117;2771.76;13357.29;87.75;59.75;59.62;3562.295
117;2771.76;13357.29;87.25;44.4;56.79;2521.476
117;2771.76;13357.29;86.81;52.65;53.53;2818.3545
117;2771.76;13357.29;86.43;47.04;57.53;2706.2112
117;2771.76;13357.29;86.09;42.06;57.35;2412.141
118;2570.77;13357.06;89.75;73.52;54.98;4042.1296
118;2570.77;13357.06;89.25;72.97;55.59;4056.4023
118;2570.77;13357.06;88.75;73.97;56.68;4192.6196
118;2570.77;13357.06;88.25;81.24;57.6;4679.424
118;2570.77;13357.06;87.75;75.77;58.96;4467.3992
118;2570.77;13357.06;87.25;74.85;57.99;4340.5515
118;2570.77;13357.06;86.75;74.1;58.98;4370.418
118;2570.77;13357.06;86.25;76.8;56.12;4310.016
118;2570.77;13357.06;85.75;84.4;56.48;4766.912
118;2570.77;13357.06;85.25;67.17;55.14;3703.7538
118;2570.77;13357.06;84.63;42.39;54.66;2317.0374
119;2373.28;13358.36;89.75;79.19;51.43;4072.7417
119;2373.28;13358.36;89.25;73.22;54.02;3955.3444
119;2373.28;13358.36;88.75;72.25;59.4;4291.65
119;2373.28;13358.36;88.25;68.89;59.57;4103.7773
119;2373.28;13358.36;87.75;68.62;56.89;3903.7918
119;2373.28;13358.36;87.25;71.12;57.01;4054.5512
120;2208.86;13357.69;89.75;76.3;51.72;3946.236
120;2208.86;13357.69;89.34;68.8;56.57;3892.016
120;2208.86;13357.69;88.84;80.17;58.82;4715.5994
120;2208.86;13357.69;88.34;72.01;58.87;4239.2287
120;2208.86;13357.69;87.84;66.24;59.27;3926.0448
120;2208.86;13357.69;87.34;67.06;56.22;3770.1132
120;2208.86;13357.69;86.84;58.61;56.33;3301.5013
120;2208.86;13357.69;86.34;50.86;57.52;2925.4672
120;2208.86;13357.69;85.84;70.51;56.98;4017.6598
120;2208.86;13357.69;85.36;72.22;57.69;4166.3718
120;2208.86;13357.69;84.97;42.35;57.6;2439.36
120;2208.86;13357.69;84.59;46.88;57.39;2690.4432
121;1982.62;13348.79;89.75;80.38;48.92;3932.1896
121;1982.62;13348.79;89.34;81.94;57.21;4687.7874
121;1982.62;13348.79;88.84;86.13;58.93;5075.6409
121;1982.62;13348.79;88.34;89.04;59.56;5303.2224
121;1982.62;13348.79;87.84;84.83;58.96;5001.5768
121;1982.62;13348.79;87.34;80.37;58.91;4734.5967
121;1982.62;13348.79;86.84;61.33;56.3;3452.879
121;1982.62;13348.79;86.34;48.19;55.76;2687.0744
121;1982.62;13348.79;85.84;48.06;55.13;2649.5478
122;1798.25;13348.39;89.75;57.93;54.62;3164.1366
122;1798.25;13348.39;89.25;50.86;56.43;2870.0298
122;1798.25;13348.39;88.75;63;55.71;3509.73
122;1798.25;13348.39;88.25;62.64;54.72;3427.6608
122;1798.25;13348.39;87.75;64.36;55.54;3574.5544
122;1798.25;13348.39;87.25;58.55;56.05;3281.7275
122;1798.25;13348.39;86.75;56.29;54.8;3084.692
122;1798.25;13348.39;86.3;47.52;54.19;2575.1088
122;1798.25;13348.39;85.89;61.81;56.57;3496.5917
122;1798.25;13348.39;85.55;53.71;57.02;3062.5442
123;1586.22;13354.53;89.75;73.76;55.04;4059.7504
123;1586.22;13354.53;89.34;70.57;58.3;4114.231
123;1586.22;13354.53;88.84;67.53;56.97;3847.1841
123;1586.22;13354.53;88.34;75.19;59.21;4451.9999
123;1586.22;13354.53;87.84;66.13;57.16;3779.9908
123;1586.22;13354.53;87.34;75.97;58.65;4455.6405
123;1586.22;13354.53;86.81;63.57;58.81;3738.5517
123;1586.22;13354.53;86.36;58.31;59.01;3440.8731
123;1586.22;13354.53;85.92;60.13;59.92;3602.9896
124;1374.96;13360.13;89.75;75.89;57.47;4361.3983
124;1374.96;13360.13;89.25;75.69;58.51;4428.6219
124;1374.96;13360.13;88.75;64.07;57.87;3707.7309
124;1374.96;13360.13;88.25;55.85;57.2;3194.62
124;1374.96;13360.13;87.75;67.24;57.58;3871.6792
124;1374.96;13360.13;87.25;73.13;56.75;4150.1275
124;1374.96;13360.13;86.82;74.42;57.87;4306.6854
124;1374.96;13360.13;86.46;68.35;57.38;3921.923
124;1374.96;13360.13;86.13;58.85;57.18;3365.043
124;1374.96;13360.13;85.81;55.17;58.25;3213.6525
124;1374.96;13360.13;85.32;50.51;56.12;2834.6212
125;1742.07;13151.34;89.75;61.11;55.52;3392.8272
125;1742.07;13151.34;89.34;69.9;58.21;4068.879
125;1742.07;13151.34;88.84;40.74;56.17;2288.3658
125;1742.07;13151.34;88.34;53.59;58.29;3123.7611
125;1742.07;13151.34;87.84;50.84;58.4;2969.056
125;1742.07;13151.34;87.3;38.39;56.96;2186.6944
125;1742.07;13151.34;86.86;37.34;56.73;2118.2982
125;1742.07;13151.34;86.55;37.89;56.25;2131.3125
125;1742.07;13151.34;86.03;37.36;55.7;2080.952
125;1742.07;13151.34;85.52;31.35;54.29;1701.9915
125;1742.07;13151.34;85.16;49.66;59;2929.94
126;1947.96;13143.88;89.75;84.38;53.33;4499.9854
126;1947.96;13143.88;89.34;68.53;56.65;3882.2245
126;1947.96;13143.88;88.84;69.86;57.67;4028.8262
126;1947.96;13143.88;88.34;63.91;58.8;3757.908
126;1947.96;13143.88;87.84;69;57.65;3977.85
126;1947.96;13143.88;87.34;55.61;56.92;3165.3212
127;2132.07;13142.86;89.75;80.32;52.32;4202.3424
127;2132.07;13142.86;89.34;77.24;55.54;4289.9096
127;2132.07;13142.86;88.84;63.96;56.49;3613.1004
127;2132.07;13142.86;88.34;60.84;58.75;3574.35
128;2349.59;13135.9;89.75;74.21;50.63;3757.2523
128;2349.59;13135.9;89.34;59.58;54.86;3268.5588
128;2349.59;13135.9;88.84;55.17;57.76;3186.6192
128;2349.59;13135.9;88.34;59.43;60.56;3599.0808
128;2349.59;13135.9;87.84;58.58;61.07;3577.4806
128;2349.59;13135.9;87.34;58.95;60.31;3555.2745
128;2349.59;13135.9;86.84;52.34;54.56;2855.6704
129;2556.89;13147.24;89.75;80.8;57.55;4650.04
129;2556.89;13147.24;89.44;69.58;51.02;3549.9716
129;2556.89;13147.24;89.03;75.37;56.81;4281.7697
129;2556.89;13147.24;88.53;67.3;58.74;3953.202
129;2556.89;13147.24;88.03;59.17;58.23;3445.4691
129;2556.89;13147.24;87.53;62.4;54.61;3407.664
129;2556.89;13147.24;87.03;66.96;54.53;3651.3288
129;2556.89;13147.24;86.55;59;48.68;2872.12
129;2556.89;13147.24;86.15;51.98;59.38;3086.5724
129;2556.89;13147.24;85.8;42.24;58.47;2469.7728
130;2764.83;13148.5;89.75;64.73;52.73;3413.2129
130;2764.83;13148.5;89.25;60.48;55.24;3340.9152
130;2764.83;13148.5;88.75;50.85;58.2;2959.47
130;2764.83;13148.5;88.25;42.35;55.03;2330.5205
130;2764.83;13148.5;87.75;43.79;53.07;2323.9353
131;3002.86;13153.43;89.75;75.08;50.84;3817.0672
131;3002.86;13153.43;89.34;82.78;51.34;4249.9252
131;3002.86;13153.43;88.84;80.29;58.37;4686.5273
131;3002.86;13153.43;88.34;80.45;60.03;4829.4135
131;3002.86;13153.43;87.84;86.19;59.54;5131.7526
131;3002.86;13153.43;87.34;70.67;60.39;4267.7613
