X;Y;Z;Au
402249.75;96969.758;999.5;0.42
402249.75;96969.758;998.5;0.26
402270.625;96969.297;999.5;0.42
402270.625;96969.297;998.5;1.9
402291.406;96968.461;998.5;0.68
402291.406;96968.461;997.5;1.96
402291.406;96968.461;996.5;0.26
402291.406;96968.461;995.5;0.57
402312.688;96967.602;999.5;0.38
402312.688;96967.602;998.5;1.58
402312.688;96967.602;997.5;0.14
402243;97069.992;999.5;0.27
402243;97069.992;998.5;0.37
402243;97069.992;997.5;0.76
402243;97069.992;996.5;1.31
402243;97069.992;995.5;1.19
402243;97069.992;994.5;2.43
402243;97069.992;993.5;9.75
402243;97069.992;992.5;5.03
402243;97069.992;991.5;2.08
402243;97069.992;990.5;1.25
402243;97069.992;989.5;1.33
402243;97069.992;988.5;0.6
402243;97069.992;987.5;0.74
402243;97069.992;986.5;0.56
402243;97069.992;985.5;0.54
402264.25;97069.563;999.5;0.32
402264.25;97069.563;998.5;0.29
402264.25;97069.563;997.5;0.42
402264.25;97069.563;996.5;0.3
402264.25;97069.563;995.5;0.22
402264.25;97069.563;994.5;0.39
402264.25;97069.563;993.5;4.55
402264.25;97069.563;992.5;1.65
402264.25;97069.563;991.5;3.61
402282.469;97068.273;997.5;0.44
402240.844;97161.57;999.5;1.29
402240.844;97161.57;998.5;1.75
402240.844;97161.57;997.5;1.96
401798.094;93392.18;997.5;0.44
401798.094;93392.18;996.5;0.55
401837.906;93387.094;999.5;0.05
401837.906;93387.094;998.5;0.05
401837.906;93387.094;997.5;0.1
401876.469;93382.406;995.5;0.41
401876.469;93382.406;994.5;0.39
401876.469;93382.406;993.5;2.14
401876.469;93382.406;992.5;2.94
401876.469;93382.406;991.5;0.32
401876.469;93382.406;990.5;0.25
401876.469;93382.406;989.5;1.4
401958.313;93373.406;992.5;0.21
401958.313;93373.406;991.5;0.26
401958.313;93373.406;990.5;0.22
401999;93369.117;994.5;0.33
401999;93369.117;993.5;0.2
402039.688;93364.82;995.5;0.34
402039.688;93364.82;994.5;0.34
402161.281;93861.477;999.5;0.38
402161.281;93861.477;998.5;0.35
402161.281;93861.477;997.5;0.75
402180.813;93859.5;999.5;0.63
402180.813;93859.5;998.5;0.5
402180.813;93859.5;997.5;0.32
402180.813;93859.5;996.5;0.8
402180.813;93859.5;995.5;0.86
402180.813;93859.5;994.5;0.5
402180.813;93859.5;993.5;0.17
402180.813;93859.5;992.5;0.6
402180.813;93859.5;991.5;0.51
402200.406;93857.508;999.5;0.27
402200.406;93857.508;998.5;0.37
402200.406;93857.508;997.5;0.37
402200.406;93857.508;996.5;0.51
402200.406;93857.508;995.5;0.65
402200.406;93857.508;994.5;1.1
402219.406;93855.578;999.5;0.36
402219.406;93855.578;998.5;0.36
402219.406;93855.578;997.5;0.3
402219.406;93855.578;996.5;0.37
402219.406;93855.578;995.5;0.4
402239.906;93852.992;999.5;0.25
402239.906;93852.992;998.5;0.26
402239.906;93852.992;997.5;0.6
402239.906;93852.992;996.5;0.89
402239.906;93852.992;995.75;0.69
402258.719;93850.578;999.5;0.74
402258.719;93850.578;998.5;0.64
402258.719;93850.578;997.5;0.85
402228.594;93736.227;999.5;0.54
402228.594;93736.227;998.5;0.79
402228.594;93736.227;997.9;1.3
402249.125;93734.031;999.5;0.25
402249.125;93734.031;998.5;0.42
402249.125;93734.031;997.5;1.22
402249.125;93734.031;996.5;0.59
